C#[PH]12C#I=[IH]3S(=I1(C=S)[IH]#SC3(C)I)[PH]2=[IH],0,0.08474634100662987,0.14062952036197332,0.16949268201325973,0.15885438414091932,0.014172656461596489,0.6850292086601257,1.0280407182872295,False,False,True
N#[PH]1=S=C1N(N)Br,2,0.20047909426810495,0.3686293658647563,0.4009581885362099,2.3903198906638696,0.01417009998112917,0.6850631833076477,3.029168054461479,True,True,True
N=[PH]=[PH](#I)C#S(=N)F,1,0.5070562289657087,0.2556830694098472,1.0141124579314174,2.003474160059077,0.014171150512993336,0.6850338578224182,2.6529371915385127,True,False,True
N=[SH]#CBr,2,0.4663703160562404,0.3490461572300534,0.9327406321124808,2.92210233424014,0.014169976115226746,0.6850539445877075,3.4510701382532716,True,True,True
C#SI(Br)(Br)=P(O)(#CBr)I(F)#[SH],0,0.18227902761453213,0.3091468239353513,0.36455805522906426,0.3539197573567238,0.014171017333865166,0.6850539445877075,1.0813588043674827,False,False,True
C#I(C)I(F)#CCl,1,0.46599446280582413,0.35222221587640967,0.9319889256116483,1.921350627739308,0.01417054794728756,0.6850891709327698,2.375845148228109,False,True,True
C#S(Cl)=S(#P)OC(=N)Cl,0,0.28985239526958206,0.4265997629889242,0.5797047905391641,0.5690664926668237,0.014170699752867222,0.6850534677505493,1.2327170968055725,False,False,True
C#[PH]12C#I=[IH]3S(=I1(C=S)[IH]#SC3(C)I)[PH]2=[IH],0,0.08474634100662987,0.14062952036197332,0.16949268201325973,0.15885438414091932,0.014172656461596489,0.6850292086601257,1.0280407182872295,False,False,True
N#[PH]1=S=C1N(N)Br,2,0.20047909426810495,0.3686293658647563,0.4009581885362099,2.3903198906638696,0.01417009998112917,0.6850631833076477,3.029168054461479,True,True,True
N=[PH]=[PH](#I)C#S(=N)F,1,0.5070562289657087,0.2556830694098472,1.0141124579314174,2.003474160059077,0.014171150512993336,0.6850338578224182,2.6529371915385127,True,False,True
N=[SH]#CBr,2,0.4663703160562404,0.3490461572300534,0.9327406321124808,2.92210233424014,0.014169976115226746,0.6850539445877075,3.4510701382532716,True,True,True
C#SI(Br)(Br)=P(O)(#CBr)I(F)#[SH],0,0.18227902761453213,0.3091468239353513,0.36455805522906426,0.3539197573567238,0.014171017333865166,0.6850539445877075,1.0813588043674827,False,False,True
C#I(C)I(F)#CCl,1,0.46599446280582413,0.35222221587640967,0.9319889256116483,1.921350627739308,0.01417054794728756,0.6850891709327698,2.375845148228109,False,True,True
C#S(Cl)=S(#P)OC(=N)Cl,0,0.28985239526958206,0.4265997629889242,0.5797047905391641,0.5690664926668237,0.014170699752867222,0.6850534677505493,1.2327170968055725,False,False,True
***** Iteration 1 *****
N#CF,2,0.38731082023466445,0.6637774230576514,0.7746216404693289,2.7639833425969886,0.014169826172292233,0.6850820779800415,3.2256173649802804,True,True,True
FI=P12#P34=I1(Cl)[PH]2(F)(F)=P3(Br)#C4,0,0.2091357725318447,0.16313844047489645,0.4182715450636894,0.40763324719134897,0.014170453883707523,0.6849672794342041,0.6597514608874917,False,False,True
NC(F)=C(F)C(P)=PO,1,0.45457791458323177,0.469400742676983,0.9091558291664635,1.8985175312941232,0.014170884154736996,0.6850264072418213,2.487674073316157,True,False,True
O=I1=P(O)(#P(F)I)C#[IH]1,0,0.39951771725048363,0.2238711357806088,0.7990354345009673,0.7883971366286269,0.01417084876447916,0.685063362121582,1.5194182321429253,False,False,True
O[PH]1(Cl)=C(Br)[PH]=1I,0,0.5331645204594443,0.35721977310457537,1.0663290409188886,1.055690743046548,0.014170762151479721,0.6850007176399231,1.7476719440892339,False,False,True
***** Iteration 2 *****
N=[SH]1=CN([SH]2#CI3(Br)=C(F)I23=NCl)I1#[PH]F,0,0.10091537876276646,0.27502182621304694,0.20183075752553292,0.1911924596531925,0.014173178002238274,0.6850437521934509,0.16677347384393215,False,False,False
FN=C(Cl)Cl,2,0.42680590578557626,0.613726916342474,0.8536118115711525,2.842973513698812,0.014169965870678425,0.6850529909133911,2.3222802951931953,True,True,False
***** Iteration 3 *****
N#CBr,2,0.4488179556857275,0.6715184486986769,0.897635911371455,2.8869976134991147,0.01416961569339037,0.685080885887146,2.2954387180507183,True,True,False
FC(F)=P1(Br)#S2(N(Br)N=I#[SH])N=C=C=P(=P2)C1(F)Cl,0,0.08217065747864165,0.28612071662317856,0.1643413149572833,0.15370301708494288,0.014173355884850025,0.6848969459533691,0.2000280823558569,False,False,False
***** Iteration 4 *****
N#P(#I)[PH]1234N5P678#P9(P)=S%10%11%12C%13(Br)[IH]%10(F)I5%131P6P72(S(F)=N8)P%1131#I(CN)I91%124,0,0.06564962149325736,0.07480714263568149,0.1312992429865147,0.12066094511417429,0.014173049479722977,0.6850677728652954,0.7697881953790784,False,False,False
N[SH]1(I)=I23C4(Br)N5N6N4S6478OS1246P37=I586,0,0.05898070235380634,0.08831971390600796,0.11796140470761268,0.10732310683527226,0.014180084690451622,0.6851226091384888,0.2602660125121474,False,False,False
***** Iteration 5 *****
NP(P)P1(Cl)([IH]Br)C2=I3(Br)N4N2C431,0,0.1266348380573894,0.16767218137018366,0.2532696761147788,0.24263137824243838,0.014172076247632504,0.6850990653038025,0.14736368879675865,False,False,False
O=C(Br)S1234N5[SH]167I2[IH]31C62C(Cl)=S214S57(F)(Cl)OBr,0,0.06276350001104691,0.13585515356303704,0.12552700002209383,0.1148887021497534,0.014186596497893333,0.6850399374961853,0.338726450689137,False,False,False
***** Iteration 6 *****
COI1C2OOI23(Br)N(OF)C(=O)C13Cl,0,0.23623288572914228,0.31250292263797863,0.47246577145828456,0.4618274735859441,0.014172157272696495,0.6851592063903809,0.4020678335800767,False,False,False
CC1(N(Br)Br)[IH]23C4I2S32SP412F,0,0.07448407445990453,0.17328563960874377,0.14896814891980906,0.13832985104746864,0.01417483389377594,0.6851116418838501,0.7877576928585768,False,False,True
Cl[PH]1(Cl)C#P1(Br)(Br)I,0,0.3545608666216456,0.33646267420834725,0.7091217332432912,0.6984834353709508,0.01416965201497078,0.685096025466919,1.340892482548952,False,False,True
***** Iteration 7 *****
F[PH]123=S(Br)(Br)=C4[IH]5=CP6[IH]57P15(Br)C42C#P6753,0,0.11284956056496487,0.12139421815439712,0.22569912112992974,0.21506082325758932,0.014171842485666275,0.6850581765174866,0.3324376940727234,False,False,False
FN=C(F)P12(F)(S)(NF)OOOC1(F)PN[SH]=C1C(Cl)[PH]12Cl,0,0.07066546888776257,0.2480246622067187,0.14133093777552513,0.13069263990318472,0.014173539355397224,0.685058057308197,0.606201927177608,False,False,True
***** Iteration 8 *****
FN1C2=NC(F)(Br)S345=S21(Cl)I31(F)C4(I(I)ON5Br)I1(I)=[IH],0,0.06304083145420677,0.1968269083466314,0.12608166290841355,0.11544336503607312,0.014178001321852207,0.6849794983863831,0.3746102210134268,False,False,False
CI123N=I1=S14([IH]C2S)C3=I23OI15=C2C354,0,0.16463456377075145,0.10029879909037634,0.3292691275415029,0.31863082966916245,0.014177659526467323,0.6850394606590271,0.4005915494635701,False,False,False
Cl[PH]1=C(N=[PH]2N=N2)C1,0,0.5371123519171491,0.27503340963086775,1.0742247038342982,1.0635864059619577,0.014170457608997822,0.6849884390830994,1.8158097118139267,False,False,True
***** Iteration 9 *****
ClS1234N5I167C1=P5628I125N1N6N=PC(=S2Br)[IH]29OP25783CI6194,0,0.04859329922949815,0.08578564087826951,0.0971865984589963,0.08654830058665587,0.01417614333331585,0.685262143611908,1.0302985645830631,False,False,True
OS(Cl)=C(CF)N1S(=NBr)S23#S4=C2I14=N3,0,0.19727775671025116,0.23400047164705354,0.3945555134205023,0.3839172155481619,0.014173205941915512,0.6850402355194092,0.5403489330783486,False,False,True
C1#CO1,1,0.3446023366874888,0.30370269778292613,0.6892046733749776,1.6785663755026372,0.014169496484100819,0.6851204037666321,1.1224929569289088,False,True,False
***** Iteration 10 *****
N=C1C#C1,1,0.4158600297254375,0.465410259794156,0.831720059450875,1.8210817615785346,0.01416994072496891,0.6850852966308594,1.300420681014657,False,True,False
N#P1NC23OC(F)(C(=O)CN=P12N=O)C1=NN3O1,1,0.603230545986967,0.3564615628123031,1.206461091973934,2.1958227941015935,0.014172518625855446,0.6849886178970337,2.277681947685778,False,True,False
***** Iteration 11 *****
CC=C1C2=C3C(=I(C)(O)Cl)N(I)C13ON2Br,1,0.29542739380230243,0.2665185019539502,0.5908547876046049,1.5802164897322646,0.014171617105603218,0.6850337386131287,2.087685465812683,False,True,True
N#I1N=CN1,1,0.43688534521156946,0.40250838487394247,0.8737706904231389,1.8631323925507985,0.014170353300869465,0.6850898861885071,1.3779247952625155,False,True,False
***** Iteration 12 *****
CC1(Cl)NCCOS12(=I(C)(Br)NON)N=C1CS34(=NC(N(F)Br)(O2)S2(Br)(=C=N2)C3)N=C4C1N,0,0.08419673145471013,0.17245592496282094,0.16839346290942026,0.15775516503707984,0.014177101664245129,0.6849778890609741,0.8423069939017296,False,False,False
CON1N2OC(Br)=C3N4N5N6C7N=NCC8(O)NNC=C9C(=N)OC(=O)C18N4C65C31OC1(C(C)=O)C2C9=N7,1,0.18504177272943859,0.13641695245524588,0.37008354545887717,1.3807218433312176,0.01417601853609085,0.6849768757820129,2.3488323614001274,False,True,False
***** Iteration 13 *****
CC1P2NN=CC3N=C4CC56CC(C=N5)C15N2C5(N=N6)N4C3=NN,1,0.2788615301019304,0.168228830292003,0.5577230602038608,1.5470847623315205,0.014174127019941807,0.6848874688148499,2.671299459412694,False,True,True
COC1=C=C(OF)C2=C3C4=C=C5OC6=C=C3C4C(C)=C(C=NC(C(C)=O)(C6=CN)C3CCC(=N2)N13)O5,1,0.611305391500741,0.2551414213159192,1.222610783001482,2.2119724851291416,0.014173122122883797,0.684747576713562,3.0379979349672794,False,True,False
C=C1C(=NC(C)=O)C23C4=NC5CC6NC6N6N(C(=O)C2(C)C(=O)N53)C(=CC2(CC(O)C2C)N1N6N)NN=C4,1,0.11502640074921772,0.21071654283090682,0.23005280149843543,1.240691099370776,0.014176273718476295,0.6848520040512085,2.3931142780929804,False,True,False
***** Iteration 14 *****
CCC12NC(=CO1)C1=NC(CN)C34C(N=O)=CC56CN(C)CC7ON5OC(C2=C=N)(C73)C2(N[SH]=C1)OC6=C42,1,0.13777433939679087,0.13919190649924376,0.27554867879358175,1.2861869766659222,0.014175040647387505,0.6848660707473755,2.463388742879033,False,True,False
CC=CCC1=C(Br)C23C=CC(C)C(C)=C(C)C4=C=C5C(C)(ON)CNS6=CC17CN(C)N4C52C7CCC6C3,1,0.184466836677803,0.21222644058929183,0.368933673355606,1.3795719712279464,0.014174363575875759,0.6848797798156738,2.602903571911156,False,True,False
***** Iteration 15 *****
C=CC1=C2C3=C4C=S56=NC=C7N=C(N)C89N=C(OC5=C3C(Cl)C3=C=C8C9=S3(Cl)(C(=C(C)C)C=N1)N46)C2C7=C,0,0.27413168339723687,0.14921377845239825,0.5482633667944737,0.5589016646668141,0.014174450188875198,0.6847177147865295,1.6969552747905254,False,False,False
CCN1C(O)C=C(C)OC2(F)N=S3ON4NN=C(C)C25N(C(C(N)=O)=NN1N)N3NOCC5(C=O)N4CN,0,0.10769053634656019,0.20489551687617535,0.21538107269312037,0.2260193705654608,0.014174913056194782,0.6849686503410339,1.3785672159865499,False,False,False
C=CC(N)C12C=C3C(=NN(C)C4(O)C[SH]=C(O)C34CCCCC(N)O)C1(C=C)C1=C(N)C(N)=CC2=C1ON,1,0.0392288338710215,0.32439991435580917,0.078457667742043,1.0890959656143835,0.014173650182783604,0.6848452687263489,2.443626532331109,False,True,False
***** Iteration 16 *****
CNOOC12C3=C(CC(N=O)OCCC34C=[IH]4C)C3=NC(C)(C)C4(C(O)N14)N1OC4=CCN(C)C4C4=C1C342,0,0.11369480377243849,0.21417818992636561,0.22738960754487697,0.23802790541721738,0.014174561947584152,0.684956967830658,1.4365950133651495,False,False,False
C=C1CC2OC34N5C6(N)CCC7C8=NNC(=C(N=C(F)C9=NC3(O)C(=NN(C)C87)C4(O9)C25Cl)C1N)C6,1,0.18467881381893192,0.1787260269780933,0.36935762763786384,1.3587193297655236,0.01417533215135336,0.6849141716957092,2.2558582480996847,False,True,False
***** Iteration 17 *****
